,A5X5Y0,A8K7I4,A8MPY1,O00305,O00555,O00591,O14649,O14764,O15399,O15547,O15554,O43497,O43525,O43526,O60359,O60391,O60741,O60840,O75311,O75762,O94759,O95069,O95180,O95259,O95264,P02708,P04839,P07510,P11230,P13569,P14867,P16389,P17658,P17787,P18505,P18507,P21817,P22001,P22459,P22460,P23415,P23416,P24046,P28472,P28476,P29973,P30532,P30926,P31644,P32297,P34903,P35498,P35499,P36544,P37088,P39086,P42261,P42262,P42263,P43681,P46098,P47869,P47870,P48048,P48050,P48051,P48058,P48167,P48169,P48544,P48547,P48549,P51168,P51170,P51575,P51787,P51788,P51790,P54284,P54289,P56373,P56696,P57789,P62955,P63252,P78334,P78348,P78508,Q00975,Q01118,Q01668,Q02641,Q03721,Q04844,Q05586,Q05901,Q06432,Q07001,Q08289,Q09470,Q12791,Q12809,Q12879,Q13002,Q13003,Q13224,Q13507,Q13698,Q13936,Q14003,Q14524,Q14571,Q14573,Q14643,Q14654,Q14721,Q14722,Q14957,Q14CN2,Q15413,Q15822,Q15825,Q15858,Q16099,Q16322,Q16445,Q16478,Q16558,Q401N2,Q5JUK3,Q5XXA6,Q6PIU1,Q6UVM3,Q70Z44,Q7RTX7,Q7Z2W7,Q7Z3S7,Q7Z418,Q86XQ3,Q8IZS8,Q8N1C3,Q8NCM2,Q8NEC5,Q8NER1,Q8NET8,Q8TAE7,Q8TCU5,Q8TD43,Q8TDD5,Q8TDN1,Q8TDN2,Q8WXA8,Q8WXS5,Q92736,Q92806,Q92952,Q92953,Q93086,Q96D31,Q96KK3,Q96L42,Q96P56,Q96PR1,Q96QT4,Q96RD7,Q96RP8,Q99250,Q99571,Q99572,Q99928,Q9BQ31,Q9BXT2,Q9GZZ6,Q9H1D0,Q9H252,Q9H2S1,Q9H3M0,Q9HBA0,Q9NPC2,Q9NR82,Q9NS40,Q9NSA2,Q9NY46,Q9NY47,Q9NZQ8,Q9NZV8,Q9P0X4,Q9P1Z3,Q9UF02,Q9UGI6,Q9UGM1,Q9UHC3,Q9UI33,Q9UIX4,Q9UJ96,Q9UK17,Q9UL51,Q9UL62,Q9ULD8,Q9ULS6,Q9UN88,Q9UQ05,Q9UQC9,Q9UQD0,Q9Y210,Q9Y3Q4,Q9Y5S1,Q9Y5S8,Q9Y5Y9,Q9Y698,Q9Y6N3
Q96L42,0.014001065,0.011704909,0.012584713,0.021158404,0.012124453,0.016100109,0.031197357,0.011395309,0.008337998,0.014144472,0.0185842,0.010378861,0.02617521,0.022230267,0.012250132,0.007786304,0.092070201,0.015775138,0.012046729,0.011314734,0.01135727,0.032641061,0.009675717,0.264479353,0.014089004,0.012089091,0.014704692,0.011063201,0.011735445,0.010824961,0.01242417,0.031366701,0.022648216,0.010903878,0.011968661,0.01309697,0.006229336,0.022909737,0.027801293,0.020667311,0.012141449,0.011936281,0.011595517,0.010619535,0.011669059,0.097853242,0.015892743,0.011378843,0.011041586,0.013242816,0.012267567,0.013172943,0.015873515,0.01298744,0.012946639,0.010015145,0.012891475,0.009193083,0.010172705,0.010745878,0.012423105,0.010763095,0.011378596,0.020328994,0.024158349,0.026687804,0.009657301,0.0118142,0.014977674,0.025195601,0.024285697,0.022836266,0.010897089,0.013449971,0.011472716,0.023400281,0.012960626,0.013316922,0.020048496,0.009981345,0.012604456,0.021477659,0.023684781,0.013778816,0.01957808,0.012631194,0.010333753,0.022112138,0.01262544,0.015590773,0.019894107,0.017921024,0.025413399,0.009392783,0.010914699,0.017731586,0.017140802,0.011204851,0.020440466,0.022892021,0.024943536,0.266890143,0.012655133,0.01030047,0.009907424,0.008440769,0.015239064,0.015885096,0.016887459,0.019249632,0.013049229,0.010444633,0.008902241,0.010796161,0.020540708,0.022237103,0.014376713,0.009234058,0.010709545,0.006016347,0.012267339,0.012438577,0.012988507,0.011341625,0.026634313,0.017066409,0.011896775,0.016551139,0.013868411,0.010798378,0.009813284,0.032769758,0.015786611,0.011570625,0.022843865,0.010750483,0.008473971,0.017036057,0.027988805,0.008768856,0.011683838,0.262608195,0.013246607,0.014209061,0.01385431,0.023307153,0.013979179,0.011763647,0.015789453,0.027028537,0.027540937,0.016621488,0.011074857,0.006575968,0.024108008,0.025593347,0.024846336,0.015123358,0.01737199,0.027457928,1,0.023077564,0.02126356,0.014908561,0.014181989,0.023957944,0.012283963,0.014903132,0.011136835,0.012224765,0.036224384,0.014863422,0.00992464,0.015035698,0.296352522,0.021676084,0.026587075,0.011245629,0.024580607,0.023756176,0.272378562,0.030596138,0.011911238,0.01253675,0.010344519,0.028793434,0.009402631,0.086657516,0.015348555,0.021865672,0.016576412,0.011527906,0.014564616,0.025143059,0.032160878,0.027651267,0.087906312,0.011120381,0.444045235,0.03480699,0.011419868,0.504448335,0.011768598,0.012654166,0.018006703,0.079415477,0.009936711,0.012276522,0.012448389,0.014098967,0.016029196
Q96P56,0.018715726,0.010389515,0.021550804,0.019515857,0.03868057,0.02112319,0.023362538,0.022702923,0.009806901,0.020304392,0.030698102,0.048688885,0.019654174,0.018691169,0.024858113,0.012965899,0.026265153,0.048840836,0.017824746,0.017442449,0.028025769,0.026582862,0.045691629,0.025793144,0.019000425,0.026536293,0.020468783,0.02121396,0.022268734,0.017848976,0.013438284,0.037330449,0.033326936,0.019335464,0.023936658,0.016455455,0.008102977,0.033525513,0.038358907,0.034515757,0.01835973,0.014688364,0.022174846,0.02700136,0.01786131,0.023838953,0.02091178,0.017219167,0.015763873,0.02031993,0.014896372,0.046435589,0.048623182,0.016396887,0.01493184,0.013818422,0.015627018,0.016458358,0.013043385,0.02208225,0.022047659,0.014155452,0.026941173,0.01904787,0.021291967,0.022523344,0.012436374,0.021468253,0.028438977,0.019568189,0.046459914,0.022974873,0.015617722,0.014597733,0.017628318,0.037015444,0.014830746,0.0171255,0.018915578,0.01257424,0.016748938,0.031107489,0.032078652,0.022715911,0.021078253,0.022591752,0.012207033,0.018710597,0.047634138,0.048830577,0.046307099,0.013546772,0.043860035,0.017945063,0.016250066,0.019807589,0.018883011,0.025340643,0.015454557,0.043262325,0.021804659,0.018757816,0.010141462,0.011410735,0.011152513,0.010493736,0.030570815,0.049336099,0.051138989,0.033893676,0.050197642,0.013077565,0.011048476,0.015474743,0.02313874,0.043727234,0.019580393,0.010882054,0.011334264,0.009775659,0.018677027,0.021204729,0.04880703,0.013853727,0.037093064,0.02817128,0.011016905,0.027286393,0.019876226,0.020265244,0.015836818,0.036300151,0.021720635,0.020672977,0.109726164,0.020553067,0.010772229,0.019127422,0.095425913,0.01539854,0.016126358,0.025250519,0.062627623,0.014203785,0.02602339,0.039791594,0.018057516,0.01939675,0.041196522,0.030037784,0.041206339,0.018741021,0.013334592,0.008119491,0.02309173,0.032361989,0.047449826,0.016803265,0.023955081,0.042032886,0.023077564,1,0.040268464,0.018783972,0.023659051,0.047934365,0.048031196,0.015394487,0.017146176,0.017889403,0.04271295,0.020702516,0.013329751,0.028267549,0.020854881,0.032611235,0.055118015,0.02947871,0.019301309,0.021166894,0.021230408,0.037255638,0.048005574,0.011280282,0.031516612,0.046366041,0.045835434,0.028349877,0.020674031,0.023841391,0.020407095,0.013241758,0.056335632,0.033414685,0.043701722,0.046268428,0.021722073,0.035258764,0.02295539,0.035966008,0.021724998,0.023201221,0.009919791,0.04848985,0.029696642,0.022827857,0.022806605,0.016027726,0.04793855,0.024426464,0.024499229
Q96PR1,0.019394695,0.01307464,0.013726973,0.016310124,0.020285272,0.021976721,0.028134043,0.012295023,0.01709216,0.015910032,0.035266266,0.02270732,0.059419367,0.077318475,0.019290928,0.012196456,0.025938947,0.021150958,0.013376719,0.016030288,0.010308572,0.0331544,0.026040211,0.0195225,0.014700301,0.019783178,0.012723216,0.017329383,0.016737493,0.008508807,0.014197008,0.23834775,0.230910208,0.014817819,0.01743238,0.020432186,0.006658143,0.218309656,0.210751553,0.207011103,0.01593315,0.013027177,0.01385239,0.01585023,0.015841278,0.024450946,0.016120075,0.012922257,0.014854867,0.015518806,0.023543858,0.019454989,0.021300175,0.018343348,0.019081481,0.012255622,0.016232051,0.019547278,0.01974145,0.018249518,0.017324309,0.013969131,0.013938312,0.031319677,0.022803252,0.019426257,0.015918119,0.013311355,0.024258736,0.023749107,0.643364132,0.018187308,0.012976603,0.014546963,0.013959497,0.071443211,0.020489039,0.012046198,0.01746106,0.011828039,0.017863259,0.081481575,0.031884409,0.022410536,0.021779883,0.016228095,0.012442365,0.030260585,0.022521345,0.022066053,0.028482716,0.018176075,0.616922092,0.015746244,0.016259983,0.017567441,0.020246892,0.016525539,0.01341195,0.247534561,0.035258316,0.030187892,0.00870121,0.012494115,0.014094981,0.0108581,0.027899292,0.028098054,0.022157755,0.500206012,0.022721395,0.006596677,0.008409542,0.009197652,0.020521855,0.208339895,0.011269387,0.014742162,0.009804203,0.007054535,0.017047209,0.017475133,0.020754127,0.01338181,0.244313637,0.021618433,0.011459749,0.015227235,0.014659336,0.02599715,0.012022207,0.21689109,0.026724807,0.018334958,0.030869257,0.01924131,0.010331586,0.024779167,0.046215696,0.009446116,0.013957901,0.024310934,0.020630898,0.013766234,0.016505073,0.206886524,0.012095467,0.019030892,0.015091528,0.189297528,0.184814224,0.021218933,0.019468256,0.00666779,0.01858385,0.039989299,0.199834222,0.015629863,0.029917656,0.205281716,0.02126356,0.040268464,1,0.010585782,0.015829523,0.253322506,0.01931721,0.018014957,0.01415307,0.013624231,0.231014452,0.019290836,0.025938297,0.016126507,0.028574396,0.038564072,0.240531649,0.015864565,0.028984597,0.060919058,0.027863079,0.210403225,0.018415967,0.009894594,0.014416307,0.20756233,0.028844451,0.021628935,0.023089644,0.034638912,0.021343333,0.01834022,0.019080517,0.203620142,0.206072977,0.209590845,0.038030413,0.017319412,0.018653159,0.215529851,0.012005447,0.019871763,0.014785374,0.016931445,0.024483293,0.023602442,0.016697689,0.013121597,0.022704036,0.029866795,0.018030014
Q96QT4,0.012943956,0.010981666,0.011952812,0.01076367,0.01109351,0.009743779,0.009947111,0.010266983,0.006481466,0.011204505,0.009991291,0.007422056,0.011370806,0.012871367,0.012089824,0.006009848,0.012067275,0.009351567,0.009907569,0.017070316,0.1659659,0.012237244,0.005662058,0.012604841,0.00948618,0.009926811,0.010947144,0.010091684,0.008856649,0.007562234,0.012778209,0.014599497,0.010849474,0.010180383,0.010756666,0.010902551,0.007394283,0.013249447,0.010304208,0.008019032,0.013279645,0.012627429,0.010054864,0.007597059,0.010951386,0.020210691,0.011414021,0.009373629,0.011097115,0.012558039,0.008564416,0.007576122,0.007955391,0.009618943,0.008456004,0.012518869,0.00690072,0.009029994,0.008797573,0.010468008,0.010891678,0.010812152,0.009853461,0.010602138,0.009322091,0.009051052,0.0070745,0.009312355,0.009917838,0.010096441,0.013223264,0.011188184,0.011401425,0.00992126,0.01159981,0.01037362,0.009220719,0.010546764,0.011171974,0.007881464,0.009507625,0.007648257,0.01019028,0.011978324,0.011738254,0.012072568,0.011115643,0.0109045,0.011095301,0.008882354,0.010579084,0.010958219,0.008522219,0.010452492,0.008473611,0.012084561,0.01660689,0.010493392,0.011005018,0.015571822,0.012626419,0.007643649,0.008622187,0.010504564,0.014029864,0.009404945,0.03373061,0.011916978,0.009123978,0.008326365,0.006556225,0.008737238,0.010447618,0.009632485,0.009021097,0.016286861,0.012165361,0.007545157,0.009485606,0.007218857,0.010779256,0.011252928,0.010309681,0.009012167,0.011683874,0.012189524,0.010071087,0.014708127,0.012000972,0.010693131,0.012177232,0.010859123,0.013683151,0.011498605,0.016508792,0.157387226,0.00659693,0.012215362,0.015431168,0.007828843,0.011955111,0.013096494,0.015628817,0.018860045,0.022011672,0.01397406,0.008691792,0.166509171,0.012982578,0.010604298,0.009424159,0.012579523,0.008771899,0.007370149,0.008138961,0.010807705,0.012371377,0.011112878,0.010451986,0.009172767,0.014908561,0.018783972,0.010585782,1,0.0104973,0.012291135,0.008431296,0.011149262,0.011950693,0.00892286,0.016207371,0.011341945,0.008195732,0.022229723,0.008016677,0.011243847,0.014718747,0.018878835,0.01452517,0.010379632,0.010622671,0.008188954,0.007847505,0.006980969,0.154703022,0.008647468,0.006615851,0.009537464,0.014773267,0.013658968,0.01003896,0.010310096,0.007618001,0.009984607,0.009692762,0.010290605,0.008899781,0.035993571,0.009963945,0.010340323,0.008888531,0.010784768,0.01242881,0.010452492,0.035987059,0.007065777,0.01596312,0.013225327,0.009599078,0.012366215,0.011008369
Q96RD7,0.03377804,0.012890249,0.022538438,0.020134724,0.013487228,0.01729962,0.024420268,0.025113165,0.016524347,0.017662715,0.013674019,0.011328402,0.012219252,0.016414141,0.019565286,0.011010339,0.018845563,0.010762991,0.019717099,0.01551926,0.011655455,0.023661848,0.011338421,0.014937936,0.020123227,0.018718175,0.016255679,0.019143419,0.020666569,0.015178125,0.018581189,0.02106817,0.018127023,0.018896372,0.018512988,0.020343902,0.007381479,0.018737547,0.01983799,0.019846092,0.018780254,0.016028181,0.014717415,0.017190183,0.0136783,0.020091277,0.025509908,0.023233434,0.018745242,0.020395963,0.018167871,0.013445338,0.012085346,0.018755981,0.014385834,0.012660672,0.014950098,0.014247899,0.014428128,0.014433899,0.019253949,0.020069033,0.020695393,0.018702652,0.016886637,0.018971607,0.018759101,0.023747417,0.014025942,0.02050639,0.015765766,0.02352369,0.01891242,0.01378887,0.017642692,0.022186147,0.012934903,0.017637161,0.015799557,0.013487686,0.018058038,0.017829014,0.020597186,0.022868877,0.020599584,0.017761624,0.016324504,0.019966514,0.01288222,0.014845463,0.011170496,0.014984956,0.011990747,0.018583156,0.013212572,0.022567763,0.022134742,0.028855356,0.018565843,0.020751388,0.015591082,0.01236709,0.011949741,0.012933806,0.014186989,0.01088231,0.01551958,0.013019603,0.012071858,0.012663957,0.012130158,0.012296046,0.00930288,0.014339359,0.01985426,0.016390996,0.022811215,0.012698733,0.011454067,0.008126905,0.016447657,0.020134724,0.015425314,0.016083138,0.020203094,0.020995718,0.01459372,0.028826686,0.024532163,0.018280278,0.015142785,0.021344986,0.01361044,0.016334079,0.02088175,0.014595354,0.01330142,0.019256224,0.023957823,0.014762207,0.015904118,0.018073146,0.025071475,0.015063815,0.016903493,0.014821729,0.012711097,0.011130297,0.025955158,0.016510175,0.017192827,0.020069033,0.015884885,0.010312083,0.015373252,0.01447996,0.019255698,0.026520722,0.016764204,0.014542577,0.014181989,0.023659051,0.015829523,0.0104973,1,0.017747464,0.015570889,0.017738368,0.019717637,0.018498058,0.017295976,0.026089048,0.016945626,0.016225845,0.011386585,0.01438993,0.020674807,0.018203662,0.025232315,0.014265523,0.011945782,0.01700179,0.014539849,0.0135748,0.014686194,0.016659391,0.016801675,0.014162411,0.022868877,0.011798222,0.02427727,0.015249516,0.013282374,0.016404543,0.021655147,0.017793933,0.013730391,0.020701056,0.011916003,0.020644835,0.021073706,0.012465548,0.013716149,0.013937367,0.020357354,0.012693198,0.017439389,0.017534472,0.010287416,0.022035471,0.015568185
Q96RP8,0.021006963,0.013340278,0.015512824,0.014660366,0.022460239,0.022729551,0.045256644,0.019938386,0.013844905,0.016649514,0.056553232,0.024189657,0.062249358,0.066731011,0.019935206,0.014518293,0.024581641,0.024069654,0.022127103,0.013344036,0.01938132,0.036834932,0.027145724,0.020672726,0.016858595,0.016443907,0.018654618,0.018467307,0.015739808,0.013779644,0.015230585,0.58594318,0.581034007,0.014665873,0.020134613,0.016963985,0.008303065,0.563329426,0.517698026,0.520079213,0.01875792,0.01823139,0.015471598,0.019687968,0.015127027,0.020887598,0.016300207,0.013184799,0.015186392,0.016884033,0.014718637,0.028873099,0.0305508,0.016524063,0.016611745,0.016357053,0.015903611,0.015864879,0.015716311,0.014835681,0.019193064,0.015365513,0.018961996,0.023047054,0.028840823,0.028796461,0.017456445,0.017851186,0.015872715,0.025008272,0.2866775,0.019244109,0.016314763,0.012814037,0.019718797,0.083666615,0.018367427,0.014651158,0.015690727,0.01354337,0.021263884,0.083380127,0.045739724,0.019940254,0.032839746,0.014586634,0.014618666,0.026957867,0.021724315,0.019509339,0.024684352,0.014301929,0.259519221,0.023782524,0.015103072,0.015683814,0.027671851,0.022032083,0.016491505,0.596186654,0.02836184,0.028590427,0.008030095,0.01829332,0.016042353,0.008193625,0.024479083,0.025266522,0.023424105,0.238235674,0.030839413,0.010872672,0.008617705,0.008553599,0.025113511,0.221008163,0.019352409,0.011993665,0.012704734,0.007820577,0.01684659,0.023179228,0.028234385,0.016363738,0.545070586,0.016452841,0.018667096,0.021362835,0.028494356,0.024706038,0.012327187,0.223487591,0.027703301,0.014342393,0.038199057,0.020627242,0.010050312,0.029269477,0.044826035,0.010160577,0.016820189,0.025517643,0.029281168,0.015150162,0.014695422,0.261703633,0.015731234,0.019838073,0.0158844,0.213909788,0.205496156,0.016628432,0.022524674,0.007048177,0.024604698,0.033398216,0.215348749,0.018605317,0.027354971,0.273293524,0.023957944,0.047934365,0.253322506,0.012291135,0.017747464,1,0.030927268,0.025733354,0.013621292,0.017039032,0.241172165,0.025729883,0.019113818,0.018067301,0.025828133,0.035369818,0.237393241,0.015560993,0.038670464,0.059640882,0.027078047,0.262098641,0.029765396,0.010076927,0.016636745,0.257973718,0.024902717,0.029125651,0.025868438,0.030800641,0.014837373,0.020874117,0.02672724,0.232473901,0.235490934,0.25264208,0.026953672,0.016894081,0.019225551,0.272159095,0.019760286,0.019175742,0.015272782,0.027813461,0.020165413,0.021651682,0.012119772,0.01394603,0.025609095,0.017776266,0.017059844
Q99250,0.012184343,0.007757991,0.015593,0.009703171,0.1275854,0.013694212,0.015537774,0.009879485,0.006879225,0.010293172,0.01232442,0.136875654,0.01250898,0.01316424,0.011389952,0.006904942,0.014250583,0.151845527,0.014894724,0.018069108,0.01277571,0.011791499,0.135675623,0.010611135,0.011886464,0.010430477,0.011795518,0.010376928,0.010714965,0.010971204,0.010719583,0.029545258,0.020908557,0.009706815,0.012627797,0.009617812,0.005134685,0.021378585,0.022139572,0.019836304,0.012509864,0.013382972,0.011143634,0.011324731,0.011144207,0.017510908,0.011690914,0.012086499,0.009190095,0.010301049,0.011133789,0.870120965,0.660837732,0.009351325,0.008383528,0.011746015,0.009920354,0.009431727,0.01049336,0.010091961,0.015098631,0.010107055,0.012898884,0.011175137,0.010182845,0.019379266,0.009743371,0.010016381,0.010284699,0.014723307,0.024397046,0.015497186,0.009000716,0.007317072,0.008404617,0.018847389,0.008675013,0.009355231,0.012622416,0.008370456,0.012037531,0.018220981,0.013084409,0.013715298,0.014212719,0.012209939,0.007850792,0.012498157,0.127086666,0.470593845,0.146892106,0.009948987,0.020966413,0.010161683,0.007604178,0.014158262,0.015573355,0.014263132,0.011035808,0.025813226,0.015328642,0.011461354,0.010002879,0.01085504,0.01010597,0.008422902,0.018417514,0.154737521,0.142287876,0.018174913,0.612749164,0.008452717,0.01003155,0.009035912,0.010085629,0.023492835,0.008342186,0.011578761,0.010711357,0.006094591,0.015443261,0.01093985,0.778925228,0.01036074,0.022908516,0.011445246,0.011169888,0.012589265,0.01018218,0.007888447,0.013947584,0.025762957,0.009738164,0.008483828,0.049843121,0.011834194,0.008318359,0.013618701,0.043048768,0.00891206,0.014183386,0.013827361,0.032731338,0.014920647,0.019481768,0.020995425,0.009474208,0.008972657,0.021610703,0.01797028,0.025836728,0.011724184,0.009983822,0.005610119,0.014415961,0.013640684,0.023840862,0.012985212,0.013259116,0.017178042,0.012283963,0.048031196,0.01931721,0.008431296,0.015570889,0.030927268,1,0.013115272,0.008433954,0.012124738,0.026389637,0.010893542,0.008875424,0.010921814,0.011317716,0.010569665,0.028908539,0.015306748,0.015010567,0.012435907,0.013624343,0.020072188,0.874795703,0.007855029,0.013020731,0.021789256,0.141091634,0.017385212,0.016044311,0.012245258,0.011711588,0.007632382,0.451769282,0.015797366,0.017542987,0.022278484,0.013014011,0.013543134,0.009946775,0.024343145,0.007963491,0.012030538,0.008241595,0.756658291,0.018235038,0.01565681,0.013346336,0.014285969,0.547283698,0.010940168,0.015854956
Q99571,0.017736589,0.019840159,0.016745264,0.017749753,0.008337085,0.020137491,0.020029371,0.018545916,0.012085822,0.397636241,0.023948888,0.008209278,0.012425325,0.012195128,0.027239225,0.011492595,0.01504704,0.009240426,0.025447595,0.012099505,0.013369696,0.015147176,0.008315533,0.014312444,0.020731842,0.019722574,0.018741051,0.015693093,0.01699028,0.013094547,0.017341456,0.024961168,0.022242449,0.018826083,0.023064905,0.015664237,0.007672626,0.019304253,0.017410129,0.019667418,0.024297805,0.02262047,0.018019243,0.022137612,0.018789323,0.017002689,0.02138151,0.024151755,0.019312181,0.015652411,0.02132907,0.012120486,0.010768311,0.018049184,0.017748515,0.015270541,0.016525336,0.014352622,0.016157063,0.01563303,0.018513854,0.019539965,0.021108099,0.018048789,0.015337149,0.017426012,0.017715921,0.017104299,0.014863009,0.018779194,0.016031649,0.018609133,0.016674162,0.014205906,0.522807347,0.013565628,0.013001085,0.01362794,0.013637826,0.015343072,0.432245462,0.014878276,0.015127226,0.023269662,0.016791512,0.015958267,0.016402964,0.015051504,0.008182635,0.012470863,0.009953159,0.013063064,0.017104708,0.01522913,0.012187648,0.02121873,0.019913521,0.016138094,0.016097279,0.022033461,0.009610117,0.013873669,0.014572386,0.019425576,0.019064434,0.016817158,0.016493874,0.010842476,0.008428356,0.015793701,0.01475942,0.008476337,0.007986867,0.009233153,0.01774387,0.01307894,0.022551586,0.017716289,0.01371408,0.007403957,0.013432096,0.01924672,0.012082155,0.018757996,0.02295991,0.019809187,0.018135118,0.030047926,0.01812107,0.014434169,0.015753718,0.015240977,0.017885306,0.016154969,0.015686786,0.013735522,0.012276244,0.021063223,0.017839764,0.01038285,0.018156494,0.013079995,0.011215548,0.011013776,0.014138691,0.017352277,0.012376001,0.009256434,0.014492756,0.015733801,0.016888962,0.018631129,0.019404586,0.005963129,0.019980507,0.017404214,0.016158432,0.45538042,0.016992659,0.023845241,0.014903132,0.015394487,0.018014957,0.011149262,0.017738368,0.025733354,0.013115272,1,0.340694549,0.023046304,0.023686341,0.024488931,0.015644304,0.011840915,0.01462562,0.016855986,0.016083752,0.011904853,0.019246632,0.015815223,0.014544725,0.018087172,0.013677024,0.017375752,0.013433505,0.01735609,0.009876786,0.016154039,0.026178369,0.014121311,0.016454948,0.01984513,0.014026193,0.017970352,0.014873396,0.017009164,0.016074611,0.016999899,0.011837952,0.0175028,0.019806588,0.010878405,0.014445008,0.01087795,0.015412014,0.017528873,0.01657135,0.016057592,0.010817079,0.038917577,0.020494323
Q99572,0.014260875,0.01359316,0.016663712,0.014942046,0.00692388,0.014886215,0.014157595,0.016543136,0.011659633,0.221180869,0.014354534,0.009109574,0.011812688,0.013039461,0.020546201,0.013983715,0.010148653,0.008631499,0.014178982,0.01509647,0.010123907,0.016724567,0.009432032,0.010997312,0.013351542,0.014963484,0.013613748,0.016837981,0.012977774,0.009084666,0.012159534,0.017061431,0.014661304,0.013249061,0.012502298,0.015064771,0.00641543,0.01452902,0.013973664,0.01376034,0.014111837,0.014727487,0.016226275,0.012479647,0.025752122,0.013793383,0.013793514,0.01592307,0.014798719,0.014470732,0.014170099,0.007647249,0.008193649,0.020737526,0.015835434,0.015660948,0.011592248,0.013338254,0.012956777,0.011201449,0.014699753,0.012447657,0.014389511,0.016654361,0.012540999,0.019445218,0.015856448,0.011517711,0.014751288,0.019756318,0.013398858,0.021475875,0.015767871,0.018551479,0.293191923,0.01254149,0.011225922,0.012957765,0.013971937,0.008504551,0.261090704,0.015021662,0.013678983,0.015935377,0.015183936,0.022300345,0.018464028,0.014938366,0.008239974,0.009714874,0.010701539,0.013200598,0.013882707,0.014855548,0.00929981,0.01451743,0.021421449,0.012476235,0.010224819,0.012990797,0.009047361,0.014500005,0.010074123,0.020012501,0.016146033,0.010780987,0.013764074,0.009585035,0.008650636,0.011722162,0.011462166,0.009170684,0.006490676,0.00865058,0.016240789,0.014065086,0.013759084,0.010387567,0.012154935,0.00565888,0.013618263,0.012904494,0.011148702,0.015886504,0.01277794,0.018078424,0.011199254,0.026076968,0.011169544,0.012224573,0.0095937,0.014694231,0.00942926,0.012470529,0.016547487,0.01274259,0.010540548,0.02158552,0.016298916,0.013817146,0.012833768,0.012218048,0.01295272,0.013249683,0.014237767,0.016349271,0.010626201,0.009872442,0.016045048,0.014518227,0.016680246,0.015694871,0.016149487,0.006040753,0.016444655,0.012831662,0.019434907,0.219720852,0.013934302,0.013906395,0.011136835,0.017146176,0.01415307,0.011950693,0.019717637,0.013621292,0.008433954,0.340694549,1,0.011788429,0.01604603,0.025371897,0.02034224,0.010784106,0.012459294,0.010642244,0.017084569,0.01152403,0.01647234,0.016108571,0.013324981,0.013453964,0.00767051,0.013796114,0.011002845,0.013780503,0.00832711,0.011171111,0.017321062,0.012205612,0.016026411,0.014607837,0.010502819,0.02055303,0.013956419,0.013955217,0.011231463,0.014356637,0.009167097,0.016183835,0.012399477,0.011276485,0.013089783,0.011746248,0.011227701,0.010272581,0.01315743,0.012271406,0.010930966,0.022960443,0.016272218
Q99928,0.07840604,0.012223007,0.246910521,0.012447137,0.010893822,0.265867188,0.015549871,0.293392869,0.011936855,0.01859214,0.026691347,0.010344274,0.011597492,0.013456799,0.015606683,0.01004464,0.018540181,0.010380963,0.284619862,0.021483619,0.012947052,0.019802263,0.010533483,0.01371615,0.086730335,0.068358183,0.016499956,0.06673109,0.070803921,0.014452353,0.380348777,0.020529374,0.014121595,0.080742221,0.290036399,0.685399936,0.005372299,0.015361596,0.015833513,0.0150529,0.280105751,0.284922468,0.26599658,0.289309589,0.266285051,0.013782212,0.068868616,0.092565249,0.384555013,0.091454805,0.376273174,0.011810236,0.013465596,0.06758993,0.01664047,0.015044987,0.0157584,0.01527781,0.016163314,0.078888921,0.089999314,0.370700404,0.286397828,0.021959722,0.017487367,0.02013119,0.020212751,0.229983313,0.355573609,0.016651634,0.015155386,0.020072578,0.016868036,0.014789378,0.02240289,0.017407226,0.013301708,0.014688983,0.013603093,0.012373986,0.018897043,0.013029792,0.015285937,0.018517119,0.021209607,0.419332656,0.013973406,0.017795023,0.009891932,0.012304495,0.008391798,0.014040127,0.014345859,0.064105805,0.012667391,0.071440762,0.018986505,0.075314493,0.011539411,0.020831759,0.01073753,0.012874802,0.011539031,0.016206409,0.011414189,0.012801845,0.018673758,0.010978823,0.011030274,0.013738966,0.012541053,0.008555857,0.009058133,0.009320695,0.019723039,0.011894545,0.01856638,0.011154426,0.01943338,0.008369645,0.084946242,0.082656772,0.012175921,0.012936651,0.01522146,0.413109889,0.012686807,0.019700763,0.059415,0.013252068,0.013075219,0.018217043,0.012882402,0.03203676,0.025679217,0.015515967,0.016746809,0.018264825,0.017557741,0.012634473,0.667942222,0.013854764,0.012208968,0.014872832,0.01677855,0.020620375,0.012825765,0.012187537,0.018749484,0.014889083,0.014235673,0.078314076,0.012331888,0.007293166,0.016619931,0.020538888,0.011639736,0.016140933,0.01722724,0.012282267,0.012224765,0.017889403,0.013624231,0.00892286,0.018498058,0.017039032,0.012124738,0.023046304,0.011788429,1,0.01640306,0.019826869,0.086190367,0.019636919,0.014825253,0.025118302,0.016406239,0.015276143,0.024323333,0.015545303,0.013736346,0.017661295,0.011550006,0.01079178,0.015303402,0.021221205,0.009537981,0.01137381,0.024865845,0.019507628,0.081807742,0.012032005,0.016696901,0.016148444,0.013936394,0.019593888,0.011841338,0.009557358,0.011962154,0.018738667,0.221351502,0.012778826,0.015421585,0.009793942,0.015605825,0.011639829,0.015546609,0.019349582,0.012917946,0.014992996,0.025121336
